ARG Name	Drug Class	Resistance Mechanism	Updated Resistance Mechanism
AXYL_02534	aminoglycoside	antibiotic inactivation	antibiotic inactivation
BN1047_01714	beta_lactam	antibiotic inactivation	antibiotic inactivation
lp12_1556	beta_lactam	antibiotic inactivation	antibiotic inactivation
BL3_shw	beta_lactam	antibiotic inactivation	antibiotic inactivation
TEM-193	beta_lactam	antibiotic inactivation	antibiotic inactivation
AF41_03335	beta_lactam	antibiotic inactivation	antibiotic inactivation
Sked_12550	chloramphenicol	antibiotic inactivation	antibiotic inactivation
BcI	beta_lactam	antibiotic inactivation	antibiotic inactivation
WS45_22090	beta_lactam	antibiotic inactivation	antibiotic inactivation
catA4	chloramphenicol	antibiotic inactivation	antibiotic inactivation
HMPREF0202_02929	chloramphenicol	antibiotic inactivation	antibiotic inactivation
Smal_1717	aminoglycoside	antibiotic inactivation	antibiotic inactivation
MIR-14	beta_lactam	antibiotic inactivation	antibiotic inactivation
blaSHV-143	beta_lactam	antibiotic inactivation	antibiotic inactivation
BN487_00430	beta_lactam	antibiotic inactivation	antibiotic inactivation
ACZ11_19375	beta_lactam	antibiotic inactivation	antibiotic inactivation
VgaA	macrolide;lincosamide;streptogramin	antibiotic target protection	antibiotic target protection
CFII64_02016	aminoglycoside	antibiotic inactivation	antibiotic inactivation
LG3211_1185	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ASG76_13535	beta_lactam	antibiotic target replacement	antibiotic target replacement
ABB27_14230	aminoglycoside	antibiotic inactivation	antibiotic inactivation
SD53_15990	beta_lactam	antibiotic inactivation	antibiotic inactivation
BTS2_2475	chloramphenicol	antibiotic inactivation	antibiotic inactivation
CTX-M-109	beta_lactam	antibiotic inactivation	antibiotic inactivation
tmrB	tunicamycin	reduced permeability to antibiotic	reduced permeability to antibiotic
SCO3595	glycopeptide	antibiotic target alteration	antibiotic target alteration
ASD69_19860	aminoglycoside	antibiotic inactivation	antibiotic inactivation
LS81_08155	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AB870_05350	aminoglycoside	antibiotic inactivation	antibiotic inactivation
N234_27645	beta_lactam	antibiotic inactivation	antibiotic inactivation
SUH_0014p2	beta_lactam	antibiotic inactivation	antibiotic inactivation
T458_13365	aminoglycoside	antibiotic inactivation	antibiotic inactivation
XM57_27510	beta_lactam	antibiotic inactivation	antibiotic inactivation
PRIO_2416	aminoglycoside	antibiotic inactivation	antibiotic inactivation
SAMN02745223_02496	aminoglycoside	antibiotic inactivation	antibiotic inactivation
VR73_12885	aminoglycoside	antibiotic inactivation	antibiotic inactivation
PROVALCAL_02707	beta_lactam	antibiotic inactivation	antibiotic inactivation
CepS	beta_lactam	antibiotic inactivation	antibiotic inactivation
PSEEN3982	aminoglycoside	antibiotic inactivation	antibiotic inactivation
HMPREF1212_05044	chloramphenicol	antibiotic inactivation	antibiotic inactivation
GLAD_03960	beta_lactam	antibiotic inactivation	antibiotic inactivation
blaKPC	beta_lactam	antibiotic inactivation	antibiotic inactivation
M2E15_5831	chloramphenicol	antibiotic inactivation	antibiotic inactivation
V473_07990	aminoglycoside	antibiotic inactivation	antibiotic inactivation
SSE37_15566	aminoglycoside	antibiotic inactivation	antibiotic inactivation
SHV-26	beta_lactam	antibiotic inactivation	antibiotic inactivation
F945_02224	beta_lactam	antibiotic inactivation	antibiotic inactivation
Ga0061061_103121	beta_lactam	antibiotic inactivation	antibiotic inactivation
TEM-116	beta_lactam	antibiotic inactivation	antibiotic inactivation
BgramDRAFT_5618	beta_lactam	antibiotic inactivation	antibiotic inactivation
BAMA_18520	beta_lactam	antibiotic inactivation	antibiotic inactivation
CSV86_16915	beta_lactam	antibiotic inactivation	antibiotic inactivation
BN1180_04911	chloramphenicol	antibiotic inactivation	antibiotic inactivation
ASG99_21105	beta_lactam	antibiotic inactivation	antibiotic inactivation
Sala_0666	aminoglycoside	antibiotic inactivation	antibiotic inactivation
RGCCGE502_01971	aminoglycoside	antibiotic inactivation	antibiotic inactivation
N783_03805	aminoglycoside	antibiotic inactivation	antibiotic inactivation
MDS_2137	beta_lactam	antibiotic inactivation	antibiotic inactivation
AS145_08555	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ASE56_11865	chloramphenicol	antibiotic inactivation	antibiotic inactivation
AZ46_0221210	beta_lactam	antibiotic inactivation	antibiotic inactivation
DR95_1104	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AF333_29570	chloramphenicol	antibiotic inactivation	antibiotic inactivation
GES-11	beta_lactam	antibiotic inactivation	antibiotic inactivation
CLP_1841	chloramphenicol	antibiotic inactivation	antibiotic inactivation
CTX-M-142	beta_lactam	antibiotic inactivation	antibiotic inactivation
RT97_13450	beta_lactam	antibiotic inactivation	antibiotic inactivation
PMI32_04857	aminoglycoside	antibiotic inactivation	antibiotic inactivation
C169_12522	beta_lactam	antibiotic inactivation	antibiotic inactivation
VIM-4	beta_lactam	antibiotic inactivation	antibiotic inactivation
EY04_27815	beta_lactam	antibiotic inactivation	antibiotic inactivation
AH4AK4_4246	beta_lactam	antibiotic inactivation	antibiotic inactivation
IL1808	beta_lactam	antibiotic inactivation	antibiotic inactivation
BAGA_08185	chloramphenicol	antibiotic inactivation	antibiotic inactivation
AND4_10224	beta_lactam	antibiotic inactivation	antibiotic inactivation
AM506_04660	beta_lactam	antibiotic inactivation	antibiotic inactivation
tetPB	tetracycline	antibiotic target protection	antibiotic target protection
BL2a_pc	beta_lactam	antibiotic inactivation	antibiotic inactivation
FF80_02028	aminoglycoside	antibiotic inactivation	antibiotic inactivation
GLAD_03289	chloramphenicol	antibiotic inactivation	antibiotic inactivation
arnA_1	polymyxin	antibiotic target alteration	antibiotic target alteration
ADK86_10240	beta_lactam	antibiotic inactivation	antibiotic inactivation
SY94_2150	aminoglycoside	antibiotic inactivation	antibiotic inactivation
D046_1762A	beta_lactam	antibiotic inactivation	antibiotic inactivation
IP85_04510	aminoglycoside	antibiotic inactivation	antibiotic inactivation
SUH3_15695	beta_lactam	antibiotic inactivation	antibiotic inactivation
A245_07939	bacitracin	antibiotic target alteration	antibiotic target alteration
carB6	beta_lactam	antibiotic inactivation	antibiotic inactivation
RO07_08790	beta_lactam	antibiotic inactivation	antibiotic inactivation
SS33_18555	chloramphenicol	antibiotic inactivation	antibiotic inactivation
BAGA_16895	beta_lactam	antibiotic inactivation	antibiotic inactivation
AF332_27215	chloramphenicol	antibiotic inactivation	antibiotic inactivation
IIU_05321	beta_lactam	antibiotic inactivation	antibiotic inactivation
AU195_01160	beta_lactam	antibiotic inactivation	antibiotic inactivation
OA46_22035	chloramphenicol	antibiotic inactivation	antibiotic inactivation
LT85_1566	beta_lactam	antibiotic inactivation	antibiotic inactivation
blaTEM-195	beta_lactam	antibiotic inactivation	antibiotic inactivation
CN97_05115	aminoglycoside	antibiotic inactivation	antibiotic inactivation
OXA-205	beta_lactam	antibiotic inactivation	antibiotic inactivation
FOX-7	beta_lactam	antibiotic inactivation	antibiotic inactivation
AWB80_07683	beta_lactam	antibiotic inactivation	antibiotic inactivation
BN979_03200	beta_lactam	antibiotic inactivation	antibiotic inactivation
Cseg_4049	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ACINWC487_2691	beta_lactam	antibiotic inactivation	antibiotic inactivation
ASD06_10205	beta_lactam	antibiotic inactivation	antibiotic inactivation
VK98_17900	aminoglycoside	antibiotic inactivation	antibiotic inactivation
TU73_12825	beta_lactam	antibiotic inactivation	antibiotic inactivation
BA70_16450	chloramphenicol	antibiotic inactivation	antibiotic inactivation
BN77_3951	aminoglycoside	antibiotic inactivation	antibiotic inactivation
PputW619_2381	beta_lactam	antibiotic inactivation	antibiotic inactivation
QP59_08460	beta_lactam	antibiotic inactivation	antibiotic inactivation
BL2d_moxa	beta_lactam	antibiotic inactivation	antibiotic inactivation
AB182_22595	beta_lactam	antibiotic inactivation	antibiotic inactivation
ROD_12321	beta_lactam	antibiotic inactivation	antibiotic inactivation
WH43_04400	beta_lactam	antibiotic inactivation	antibiotic inactivation
APH(3')-Vb	aminoglycoside	antibiotic inactivation	antibiotic inactivation
BTH_II1450	beta_lactam	antibiotic inactivation	antibiotic inactivation
PSAKL28_20770	beta_lactam	antibiotic inactivation	antibiotic inactivation
LA76x_1534	aminoglycoside	antibiotic inactivation	antibiotic inactivation
IKA_02882	beta_lactam	antibiotic inactivation	antibiotic inactivation
Rhein_2116	beta_lactam	antibiotic inactivation	antibiotic inactivation
AFA91_26250	beta_lactam	antibiotic inactivation	antibiotic inactivation
LTSEALA_2290	aminoglycoside	antibiotic inactivation	antibiotic inactivation
BamMC406_5864	beta_lactam	antibiotic inactivation	antibiotic inactivation
AFM11_22160	beta_lactam	antibiotic inactivation	antibiotic inactivation
B2K_23630	aminoglycoside	antibiotic inactivation	antibiotic inactivation
C100_12680	aminoglycoside	antibiotic inactivation	antibiotic inactivation
VE25_06015	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AWB75_03765	beta_lactam	antibiotic inactivation	antibiotic inactivation
ARD30_01020	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ASG53_08300	chloramphenicol	antibiotic inactivation	antibiotic inactivation
BleG1_0189	chloramphenicol	antibiotic inactivation	antibiotic inactivation
CIFAM_04_03080	beta_lactam	antibiotic inactivation	antibiotic inactivation
PROVRETT_09033	chloramphenicol	antibiotic inactivation	antibiotic inactivation
MB84_23135	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AT267_09870	beta_lactam	antibiotic inactivation	antibiotic inactivation
AN964_13675	chloramphenicol	antibiotic inactivation	antibiotic inactivation
QY95_03548	beta_lactam	antibiotic inactivation	antibiotic inactivation
FMAG_00636	chloramphenicol	antibiotic inactivation	antibiotic inactivation
V520_22670	bacitracin	antibiotic target alteration	antibiotic target alteration
OXA-21	beta_lactam	antibiotic inactivation	antibiotic inactivation
OI73_13275	beta_lactam	antibiotic inactivation	antibiotic inactivation
tetQ	tetracycline	antibiotic target protection	antibiotic target protection
AAC(6')-Ie-APH(2'')-Ia	aminoglycoside	antibiotic inactivation	antibiotic inactivation
BL2a_1	beta_lactam	antibiotic inactivation	antibiotic inactivation
ACR52_17315	aminoglycoside	antibiotic inactivation	antibiotic inactivation
RR42_s0522	beta_lactam	antibiotic inactivation	antibiotic inactivation
BL2d_oxa9	beta_lactam	antibiotic inactivation	antibiotic inactivation
JH26_07980	aminoglycoside	antibiotic inactivation	antibiotic inactivation
MicloDRAFT_00068420	aminoglycoside	antibiotic inactivation	antibiotic inactivation
Reut_A1684	beta_lactam	antibiotic inactivation	antibiotic inactivation
ATY39_14210	beta_lactam	antibiotic inactivation	antibiotic inactivation
AYK81_08635	beta_lactam	antibiotic inactivation	antibiotic inactivation
QJ48_12835	beta_lactam	antibiotic inactivation	antibiotic inactivation
AWB83_03995	beta_lactam	antibiotic inactivation	antibiotic inactivation
GEAM_1268	beta_lactam	antibiotic inactivation	antibiotic inactivation
ASD34_02750	beta_lactam	antibiotic inactivation	antibiotic inactivation
Lgra_3373	beta_lactam	antibiotic inactivation	antibiotic inactivation
ET33_18140	chloramphenicol	antibiotic inactivation	antibiotic inactivation
Aac2I	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ASD16_16550	beta_lactam	antibiotic target replacement	antibiotic target replacement
JM66_13945	aminoglycoside	antibiotic inactivation	antibiotic inactivation
C273_11191	beta_lactam	antibiotic inactivation	antibiotic inactivation
baca	bacitracin	antibiotic target alteration	antibiotic target alteration
BN2497_10997	beta_lactam	antibiotic inactivation	antibiotic inactivation
FG93_03207	aminoglycoside	antibiotic inactivation	antibiotic inactivation
blaSHV-11	beta_lactam	antibiotic inactivation	antibiotic inactivation
PROVRETT_08647	beta_lactam	antibiotic inactivation	antibiotic inactivation
BW38_01803	aminoglycoside	antibiotic inactivation	antibiotic inactivation
APH(6)-Ia	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ASC94_15090	beta_lactam	antibiotic inactivation	antibiotic inactivation
EP46_05115	beta_lactam	antibiotic inactivation	antibiotic inactivation
Aac3VIII	aminoglycoside	antibiotic inactivation	antibiotic inactivation
bla(CTX-M)	beta_lactam	antibiotic inactivation	antibiotic inactivation
bcrD	bacitracin	antibiotic target alteration	antibiotic target alteration
SN10_19300	beta_lactam	antibiotic inactivation	antibiotic inactivation
AS202_10895	beta_lactam	antibiotic inactivation	antibiotic inactivation
F933_01738	beta_lactam	antibiotic inactivation	antibiotic inactivation
OXA-10	beta_lactam	antibiotic inactivation	antibiotic inactivation
C169_09248	chloramphenicol	antibiotic inactivation	antibiotic inactivation
IMCC9480_1114	beta_lactam	antibiotic inactivation	antibiotic inactivation
RHSP_08625	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ampA	beta_lactam	antibiotic inactivation	antibiotic inactivation
blaCphA	beta_lactam	antibiotic inactivation	antibiotic inactivation
PMI37_00545	beta_lactam	antibiotic inactivation	antibiotic inactivation
TEM-95	beta_lactam	antibiotic inactivation	antibiotic inactivation
PL79_26640	beta_lactam	antibiotic inactivation	antibiotic inactivation
C162_33553	chloramphenicol	antibiotic inactivation	antibiotic inactivation
DB32_004935	chloramphenicol	antibiotic inactivation	antibiotic inactivation
AAC(6')-Ib9	aminoglycoside	antibiotic inactivation	antibiotic inactivation
aac3	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ant6	aminoglycoside	antibiotic inactivation	antibiotic inactivation
FosA4	fosfomycin	antibiotic inactivation	antibiotic inactivation
cls	peptide	antibiotic target alteration	antibiotic target alteration
arr-2	rifampin	antibiotic inactivation	antibiotic inactivation
estX	streptothricin	antibiotic inactivation	antibiotic inactivation
tetR	tetracycline	antibiotic target alteration	antibiotic target alteration
Erm(42)	macrolide;lincosamide;streptogramin	antibiotic target alteration	antibiotic target alteration
arr-3	rifampin	antibiotic inactivation	antibiotic inactivation
CTX	beta_lactam	antibiotic inactivation	antibiotic inactivation
TEM-162	beta_lactam	antibiotic inactivation	antibiotic inactivation
BRP	glycopeptide	antibiotic inactivation	antibiotic inactivation
OXA-72	beta_lactam	antibiotic inactivation	antibiotic inactivation
blc	beta_lactam	antibiotic inactivation	antibiotic inactivation
AAC(3)-VIa	aminoglycoside	antibiotic inactivation	antibiotic inactivation
VIM-11	beta_lactam	antibiotic inactivation	antibiotic inactivation
nimD	nitroimidazole	antibiotic inactivation	antibiotic inactivation
asmA	multidrug	antibiotic inactivation	antibiotic inactivation
ble	multidrug	antibiotic inactivation	antibiotic inactivation
lnu	macrolide;lincosamide;streptogramin	antibiotic inactivation	antibiotic inactivation
arr	rifampin	antibiotic inactivation	antibiotic inactivation
vanY	glycopeptide	antibiotic target alteration	antibiotic target alteration
linAn	macrolide;lincosamide;streptogramin	antibiotic inactivation	antibiotic inactivation
nimE	nitroimidazole	antibiotic inactivation	antibiotic inactivation
blaOXA-372	beta_lactam	antibiotic inactivation	antibiotic inactivation
blaOXA-280	beta_lactam	antibiotic inactivation	antibiotic inactivation
Turpa_2231	bleomycin	antibiotic inactivation	antibiotic inactivation
OXA-85	beta_lactam	antibiotic inactivation	antibiotic inactivation
aac(6')-Ie	aminoglycoside	antibiotic inactivation	antibiotic inactivation
aph(2'')-Ia	aminoglycoside	antibiotic inactivation	antibiotic inactivation
III_02866	beta_lactam	antibiotic inactivation	antibiotic inactivation
OXA-247	beta_lactam	antibiotic inactivation	antibiotic inactivation
BL3_cit	beta_lactam	antibiotic inactivation	antibiotic inactivation
adenylyltransferase	aminoglycoside	antibiotic inactivation	antibiotic inactivation
aac(6')-Ib4	aminoglycoside	antibiotic inactivation	antibiotic inactivation
chloramphenicol_hydrolase	chloramphenicol	antibiotic inactivation	antibiotic inactivation
OKP-A-6	beta_lactam	antibiotic inactivation	antibiotic inactivation
QnrB17	quinolone	antibiotic target protection	antibiotic target protection
RmtF-4	aminoglycoside	antibiotic target alteration	antibiotic target alteration
M2E15_0562	beta_lactam	antibiotic inactivation	antibiotic inactivation
cepA	beta_lactam	antibiotic inactivation	antibiotic inactivation
CTX-M-45	beta_lactam	antibiotic target alteration	antibiotic target alteration
chloramphenicol_phosphotransferase	chloramphenicol	antibiotic inactivation	antibiotic inactivation
lsaB	multidrug	antibiotic inactivation	antibiotic inactivation
Chloramphenicol_3-O-phosphotransferase	chloramphenicol	antibiotic inactivation	antibiotic inactivation
VIM-29	beta_lactam	antibiotic inactivation	antibiotic inactivation
ATN06_17210	beta_lactam	antibiotic inactivation	antibiotic inactivation
IMP-41	beta_lactam	antibiotic inactivation	antibiotic inactivation
NDM-10	beta_lactam	antibiotic inactivation	antibiotic inactivation
VIM-17	beta_lactam	antibiotic inactivation	antibiotic inactivation
cphA8	beta_lactam	antibiotic inactivation	antibiotic inactivation
cphA7	beta_lactam	antibiotic inactivation	antibiotic inactivation
cphA6	beta_lactam	antibiotic inactivation	antibiotic inactivation
cphA	beta_lactam	antibiotic inactivation	antibiotic inactivation
LRA-19	beta_lactam	antibiotic inactivation	antibiotic inactivation
LRA-12	beta_lactam	antibiotic inactivation	antibiotic inactivation
BCh11DRAFT_01667	beta_lactam	antibiotic inactivation	antibiotic inactivation
MSMEI_3884	beta_lactam	antibiotic inactivation	antibiotic inactivation
OXA-100	beta_lactam	antibiotic inactivation	antibiotic inactivation
TEM1	beta_lactam	antibiotic inactivation	antibiotic inactivation
tetX	tetracycline	antibiotic inactivation	antibiotic inactivation
vanYA	glycopeptide	antibiotic target alteration	antibiotic target alteration
OXA-355	beta_lactam	antibiotic inactivation	antibiotic inactivation
OXA-229	beta_lactam	antibiotic inactivation	antibiotic inactivation
OXA-331	beta_lactam	antibiotic inactivation	antibiotic inactivation
nimJ	nitroimidazole	antibiotic inactivation	antibiotic inactivation
NDM-1	beta_lactam	antibiotic inactivation	antibiotic inactivation
mel	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
OXA-409	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
OXA-347	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
IMP-12	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	antibiotic inactivation
LRA-1	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-5	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-13	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-2	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-7	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-8	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-10	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-18	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-3	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-12	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-17	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
LRA-19	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
AAC(3)-IIIb	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC(6')-29a	aminoglycoside	antibiotic inactivation	antibiotic inactivation
lmrC	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
OXA-443	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
vanI	glycopeptide	antibiotic target alteration	antibiotic target alteration
Erm(44)v	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
Erm(48)	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
sul4	sulfonamide	antibiotic target replacement	antibiotic target replacement
almG	peptide	antibiotic target alteration	antibiotic target alteration
RSA-1	carbapenem;cephalosporin	antibiotic inactivation	antibiotic inactivation
RSA-2	carbapenem;cephalosporin	antibiotic inactivation	antibiotic inactivation
CFE-2	cephamycin	antibiotic inactivation	antibiotic inactivation
ICR-Mc	peptide	antibiotic target alteration	antibiotic target alteration
CrpP	fluoroquinolone	antibiotic inactivation	antibiotic inactivation
poxtA	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
OXA-664	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
MCR-8	peptide	antibiotic target alteration	antibiotic target alteration
MCR-8.1	peptide	antibiotic target alteration	antibiotic target alteration
mphH	macrolide	antibiotic inactivation	antibiotic inactivation
mphK	macrolide	antibiotic inactivation	antibiotic inactivation
mphN	macrolide	antibiotic inactivation	antibiotic inactivation
mphJ	macrolide	antibiotic inactivation	antibiotic inactivation
CAM-1	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	antibiotic inactivation
ICR-Mo	peptide	antibiotic target alteration	antibiotic target alteration
PNGM-1	carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
tet(50)	tetracycline	antibiotic inactivation	antibiotic inactivation
erm(46)	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
tet(56)	tetracycline	antibiotic inactivation	antibiotic inactivation
Erm(49)	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
AAC(2')-IIa	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC(6')-Iag	aminoglycoside	antibiotic inactivation	antibiotic inactivation
Erm(K)	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
lin	lincosamide	antibiotic inactivation	antibiotic inactivation
catB11	phenicol	antibiotic inactivation	antibiotic inactivation
emtA	lincosamide;macrolide	antibiotic target alteration	antibiotic target alteration
aadA27	aminoglycoside	antibiotic inactivation	antibiotic inactivation
aadS	aminoglycoside	antibiotic inactivation	antibiotic inactivation
MCR-9	peptide	antibiotic target alteration	antibiotic target alteration
MCR-9.1	peptide	antibiotic target alteration	antibiotic target alteration
vga(E) Staphylococcus cohnii	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
Tet(X3)	glycylcycline;tetracycline	antibiotic inactivation	antibiotic inactivation
BAT-1	cephalosporin	antibiotic inactivation	antibiotic inactivation
IDC-1	carbapenem;cephalosporin	antibiotic inactivation	antibiotic inactivation
VMB-1	carbapenem	antibiotic inactivation	antibiotic inactivation
LMB-1	carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
cfr(D)	lincosamide;oxazolidinone;phenicol;streptogramin	antibiotic target alteration	antibiotic target alteration
FosL1	fosfomycin	antibiotic inactivation	antibiotic inactivation
FRI-5	penam	antibiotic inactivation	antibiotic inactivation
FRI-8	penam	antibiotic inactivation	antibiotic inactivation
BLMT	glycopeptide	antibiotic inactivation	antibiotic inactivation
SatA	nucleoside	antibiotic inactivation	antibiotic inactivation
eptB	peptide	antibiotic target alteration	antibiotic target alteration
LpsB	peptide	reduced permeability to antibiotic	reduced permeability to antibiotic
LpsA	peptide	reduced permeability to antibiotic	reduced permeability to antibiotic
ArnT	peptide	antibiotic target alteration	antibiotic target alteration
Tet(X5)	tetracycline	antibiotic inactivation	antibiotic inactivation
OXA-837	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
AAC(3)-IVb	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ANT(3'')-Ib	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ROB-3	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
AAC(3)-IIg	aminoglycoside	antibiotic inactivation	antibiotic inactivation
msrF	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
msrH	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
OXA-899	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
GPC-1	carbapenem	antibiotic inactivation	antibiotic inactivation
FPH-1	penam	antibiotic inactivation	antibiotic inactivation
vmlR	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline	antibiotic target protection	antibiotic target protection
Vibrio cholerae OmpT	peptide	reduced permeability to antibiotic	reduced permeability to antibiotic
16S_Ribosomal_RNA_Methyltransferase	aminoglycoside	antibiotic target alteration	antibiotic target alteration
AAC3	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC3-I	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC6-I	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC6-Ib	aminoglycoside	antibiotic inactivation	antibiotic inactivation
AAC6-II	aminoglycoside	antibiotic inactivation	antibiotic inactivation
Aminotran_1_2		Aminotransferase	
Aminotran_4		Aminotransferase	
ANT2	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ANT3	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ANT4	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ANT6	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ANT9	aminoglycoside	antibiotic inactivation	antibiotic inactivation
APH	aminoglycoside	Acetyltransferase	antibiotic inactivation
APH3	aminoglycoside	antibiotic inactivation	antibiotic inactivation
APH6	aminoglycoside	antibiotic inactivation	antibiotic inactivation
BCII	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
Beta-lactamase	beta_lactam	Beta-Lactamase	antibiotic inactivation
Beta-lactamase2	beta_lactam	Beta-Lactamase	antibiotic inactivation
BJP	carbapenem	antibiotic inactivation	antibiotic inactivation
BlaB	carbapenem;penam	antibiotic inactivation	antibiotic inactivation
blaR1	beta_lactam	Gene Modulating Resistance	antibiotic inactivation
CARB-PSE	penam	antibiotic inactivation	antibiotic inactivation
CAT	phenicol	Acetyltransferase	antibiotic inactivation
CblA	cephalosporin	antibiotic inactivation	antibiotic inactivation
CepA	cephalosporin	antibiotic inactivation	antibiotic inactivation
Cfr23RibosomalRNAMethyltransferase	lincosamide;oxazolidinone;phenicol;pleuromutilin;streptogramin	antibiotic target alteration	antibiotic target alteration
Cfr23_rRNA_methyltrans	lincosamide;oxazolidinone;phenicol;pleuromutilin;streptogramin	antibiotic target alteration	antibiotic target alteration
CfxA	cephamycin	antibiotic inactivation	antibiotic inactivation
Chloramphenicol_Acetyltransferase_CAT	phenicol	antibiotic inactivation	antibiotic inactivation
Chloramphenicol_Phosphotransferase_CPT	chloramphenicol	Phosphotransferase	antibiotic inactivation
Chlor_Phospho_CPT	chloramphenicol	Phosphotransferase	antibiotic inactivation
ClassA	penam	antibiotic inactivation	antibiotic inactivation
ClassB	beta-lactam	antibiotic inactivation	antibiotic inactivation
ClassC-AmpC	cephalosporin;cephamycin;oxyimino-beta-lactam	antibiotic inactivation	antibiotic inactivation
ClassD	cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
CMY-LAT-MOX-ACT-MIR-FOX	cephamycin;monobactam;carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
CPT	chloramphenicol	Phosphotransferase	antibiotic inactivation
CTXM	cephalosporin	antibiotic inactivation	antibiotic inactivation
Dala_Dala_lig_C	glycopeptide	D-ala D-ala Ligase	antibiotic target alteration
Dala_Dala_lig_N	glycopeptide	D-ala D-ala Ligase	antibiotic target alteration
DHA	cephalosporin;cephamycin	antibiotic inactivation	antibiotic inactivation
DIM-GIM-SIM	carbapenem;cephalosporin	antibiotic inactivation	antibiotic inactivation
Erm38	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
ErmA	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
ErmB	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
ErmC	lincosamide;macrolide;streptogramin	antibiotic target alteration	antibiotic target alteration
Exo	penam	antibiotic inactivation	antibiotic inactivation
FmrO	fortimicin	rRNA Methyltransferase	antibiotic target alteration
